id,label,predict_result,predict_score,predict_detail,type
2,1,0,0.444254960467354,"{'0': 0.555745039532646, '1': 0.444254960467354}",train
4,0,0,0.30311333030160237,"{'0': 0.6968866696983976, '1': 0.30311333030160237}",train
6,1,1,0.6429160059544042,"{'0': 0.35708399404559577, '1': 0.6429160059544042}",train
7,0,1,0.6422810105042555,"{'0': 0.35771898949574454, '1': 0.6422810105042555}",train
10,1,1,0.8248059034426101,"{'0': 0.17519409655738993, '1': 0.8248059034426101}",train
11,1,1,0.7629102247754945,"{'0': 0.23708977522450547, '1': 0.7629102247754945}",train
16,1,1,0.8058645238908815,"{'0': 0.19413547610911852, '1': 0.8058645238908815}",train
18,1,1,0.5618883440293807,"{'0': 0.4381116559706193, '1': 0.5618883440293807}",train
21,1,1,0.9311448849010339,"{'0': 0.06885511509896614, '1': 0.9311448849010339}",train
24,1,1,0.5268209638649827,"{'0': 0.47317903613501733, '1': 0.5268209638649827}",train
28,0,1,0.650300546793714,"{'0': 0.34969945320628604, '1': 0.650300546793714}",train
36,0,1,0.7155617060721896,"{'0': 0.2844382939278104, '1': 0.7155617060721896}",train
44,1,1,0.7630993846568755,"{'0': 0.23690061534312445, '1': 0.7630993846568755}",train
45,0,1,0.5076530423426894,"{'0': 0.4923469576573106, '1': 0.5076530423426894}",train
50,1,1,0.9135375936124709,"{'0': 0.08646240638752911, '1': 0.9135375936124709}",train
51,1,1,0.9100796924187218,"{'0': 0.08992030758127822, '1': 0.9100796924187218}",train
56,1,1,0.590795386252016,"{'0': 0.409204613747984, '1': 0.590795386252016}",train
63,1,1,0.9618898410011554,"{'0': 0.03811015899884462, '1': 0.9618898410011554}",train
64,1,1,0.736447794269487,"{'0': 0.26355220573051297, '1': 0.736447794269487}",train
77,0,0,0.4918786966213398,"{'0': 0.5081213033786602, '1': 0.4918786966213398}",train
79,1,1,0.647544480173947,"{'0': 0.35245551982605305, '1': 0.647544480173947}",train
82,1,0,0.14181249181070232,"{'0': 0.8581875081892977, '1': 0.14181249181070232}",train
83,1,1,0.5604170653467664,"{'0': 0.4395829346532336, '1': 0.5604170653467664}",train
87,1,1,0.5764777282069476,"{'0': 0.42352227179305235, '1': 0.5764777282069476}",train
88,1,1,0.8722051648230088,"{'0': 0.1277948351769912, '1': 0.8722051648230088}",train
89,1,1,0.755699187436101,"{'0': 0.24430081256389902, '1': 0.755699187436101}",train
92,1,1,0.9111116115016177,"{'0': 0.08888838849838232, '1': 0.9111116115016177}",train
93,1,1,0.8695180093776963,"{'0': 0.1304819906223037, '1': 0.8695180093776963}",train
96,1,1,0.5666890963510888,"{'0': 0.4333109036489112, '1': 0.5666890963510888}",train
100,1,1,0.7980314530120446,"{'0': 0.2019685469879554, '1': 0.7980314530120446}",train
102,1,1,0.9080417903447149,"{'0': 0.09195820965528512, '1': 0.9080417903447149}",train
112,1,1,0.7966121476107113,"{'0': 0.2033878523892887, '1': 0.7966121476107113}",train
114,1,1,0.9060053272500229,"{'0': 0.09399467274997708, '1': 0.9060053272500229}",train
