id,label,predict_result,predict_score,predict_detail,type
2,1,0,0.4895175386358022,"{'0': 0.5104824613641978, '1': 0.4895175386358022}",train
4,0,0,0.30422931834215927,"{'0': 0.6957706816578407, '1': 0.30422931834215927}",train
6,1,1,0.6613665850713544,"{'0': 0.3386334149286456, '1': 0.6613665850713544}",train
7,0,1,0.6872416103807237,"{'0': 0.31275838961927627, '1': 0.6872416103807237}",train
10,1,1,0.8207902521552582,"{'0': 0.17920974784474175, '1': 0.8207902521552582}",train
11,1,1,0.7691327783858526,"{'0': 0.2308672216141474, '1': 0.7691327783858526}",train
16,1,1,0.8058084896407764,"{'0': 0.19419151035922355, '1': 0.8058084896407764}",train
18,1,1,0.5809197027749313,"{'0': 0.4190802972250687, '1': 0.5809197027749313}",train
21,1,1,0.9240572049666508,"{'0': 0.07594279503334922, '1': 0.9240572049666508}",train
24,1,1,0.5801747789514875,"{'0': 0.4198252210485125, '1': 0.5801747789514875}",train
28,0,1,0.6986566302327374,"{'0': 0.3013433697672626, '1': 0.6986566302327374}",train
36,0,1,0.7225076118187033,"{'0': 0.27749238818129673, '1': 0.7225076118187033}",train
44,1,1,0.7780383409527875,"{'0': 0.22196165904721255, '1': 0.7780383409527875}",train
45,0,1,0.5388373048523317,"{'0': 0.4611626951476683, '1': 0.5388373048523317}",train
50,1,1,0.9043814149664868,"{'0': 0.09561858503351317, '1': 0.9043814149664868}",train
51,1,1,0.9005832025332229,"{'0': 0.09941679746677712, '1': 0.9005832025332229}",train
56,1,1,0.6177361715578411,"{'0': 0.3822638284421589, '1': 0.6177361715578411}",train
63,1,1,0.9540334010018876,"{'0': 0.045966598998112396, '1': 0.9540334010018876}",train
64,1,1,0.7585306487388078,"{'0': 0.24146935126119218, '1': 0.7585306487388078}",train
77,0,1,0.5424994838180097,"{'0': 0.4575005161819903, '1': 0.5424994838180097}",train
79,1,1,0.8648283389571422,"{'0': 0.13517166104285783, '1': 0.8648283389571422}",train
82,1,0,0.19573183794200286,"{'0': 0.8042681620579971, '1': 0.19573183794200286}",train
83,1,1,0.603725514088641,"{'0': 0.39627448591135905, '1': 0.603725514088641}",train
87,1,1,0.6099790324560351,"{'0': 0.39002096754396487, '1': 0.6099790324560351}",train
88,1,1,0.8720042033180408,"{'0': 0.12799579668195915, '1': 0.8720042033180408}",train
89,1,1,0.7746076146817051,"{'0': 0.22539238531829486, '1': 0.7746076146817051}",train
92,1,1,0.8998580398464353,"{'0': 0.10014196015356469, '1': 0.8998580398464353}",train
93,1,1,0.8630924848226853,"{'0': 0.1369075151773147, '1': 0.8630924848226853}",train
96,1,1,0.5388683861815103,"{'0': 0.46113161381848966, '1': 0.5388683861815103}",train
100,1,1,0.8018446693169601,"{'0': 0.19815533068303992, '1': 0.8018446693169601}",train
102,1,1,0.900242402693809,"{'0': 0.09975759730619105, '1': 0.900242402693809}",train
112,1,1,0.8025907085708663,"{'0': 0.19740929142913366, '1': 0.8025907085708663}",train
114,1,1,0.9028659694389322,"{'0': 0.09713403056106784, '1': 0.9028659694389322}",train
117,0,1,0.6803688684725387,"{'0': 0.31963113152746125, '1': 0.6803688684725387}",train
118,1,1,0.593418096202066,"{'0': 0.406581903797934, '1': 0.593418096202066}",train
119,0,1,0.6581144681994753,"{'0': 0.3418855318005247, '1': 0.6581144681994753}",train
121,1,1,0.6902416793400808,"{'0': 0.30975832065991915, '1': 0.6902416793400808}",train
123,1,1,0.5015084365532517,"{'0': 0.4984915634467483, '1': 0.5015084365532517}",train
127,1,1,0.7464230942218119,"{'0': 0.25357690577818814, '1': 0.7464230942218119}",train
132,1,1,0.7018622884531283,"{'0': 0.29813771154687174, '1': 0.7018622884531283}",train
136,1,1,0.9119548071469548,"{'0': 0.08804519285304524, '1': 0.9119548071469548}",train
138,0,1,0.5541121804484015,"{'0': 0.4458878195515985, '1': 0.5541121804484015}",train
149,1,1,0.8806325389516215,"{'0': 0.11936746104837848, '1': 0.8806325389516215}",train
150,1,1,0.8297161097508727,"{'0': 0.17028389024912727, '1': 0.8297161097508727}",train
155,1,1,0.8823905588190217,"{'0': 0.11760944118097827, '1': 0.8823905588190217}",train
159,1,1,0.9367198361704189,"{'0': 0.06328016382958113, '1': 0.9367198361704189}",train
160,1,1,0.6936082223841781,"{'0': 0.3063917776158219, '1': 0.6936082223841781}",train
162,1,0,0.4570212460922514,"{'0': 0.5429787539077486, '1': 0.4570212460922514}",train
163,1,1,0.7194252228340493,"{'0': 0.2805747771659507, '1': 0.7194252228340493}",train
165,1,1,0.5473023824901917,"{'0': 0.4526976175098083, '1': 0.5473023824901917}",train
166,1,1,0.9194204654704915,"{'0': 0.0805795345295085, '1': 0.9194204654704915}",train
168,0,0,0.41005616307933024,"{'0': 0.5899438369206698, '1': 0.41005616307933024}",train
170,1,1,0.8831067828020293,"{'0': 0.11689321719797074, '1': 0.8831067828020293}",train
182,0,1,0.7153498400659699,"{'0': 0.2846501599340301, '1': 0.7153498400659699}",train
188,1,1,0.9217651753812872,"{'0': 0.07823482461871278, '1': 0.9217651753812872}",train
189,1,1,0.5758850978630978,"{'0': 0.42411490213690217, '1': 0.5758850978630978}",train
190,1,1,0.8316131025769021,"{'0': 0.16838689742309787, '1': 0.8316131025769021}",train
192,1,1,0.9716084009861723,"{'0': 0.028391599013827706, '1': 0.9716084009861723}",train
193,1,1,0.811161865128536,"{'0': 0.18883813487146395, '1': 0.811161865128536}",train
197,0,0,0.409168464550551,"{'0': 0.590831535449449, '1': 0.409168464550551}",train
205,0,1,0.6869973022495964,"{'0': 0.31300269775040357, '1': 0.6869973022495964}",train
207,0,0,0.47184102544353135,"{'0': 0.5281589745564687, '1': 0.47184102544353135}",train
213,0,1,0.5594773689874943,"{'0': 0.44052263101250566, '1': 0.5594773689874943}",train
215,0,1,0.7368664809768007,"{'0': 0.26313351902319926, '1': 0.7368664809768007}",train
220,1,1,0.8729084599024856,"{'0': 0.12709154009751444, '1': 0.8729084599024856}",train
221,1,1,0.8243445459865307,"{'0': 0.17565545401346927, '1': 0.8243445459865307}",train
223,0,1,0.7280684371145938,"{'0': 0.2719315628854062, '1': 0.7280684371145938}",train
225,1,1,0.8396208747835434,"{'0': 0.1603791252164566, '1': 0.8396208747835434}",train
230,1,1,0.550966369890469,"{'0': 0.449033630109531, '1': 0.550966369890469}",train
238,1,1,0.8324518768061943,"{'0': 0.16754812319380574, '1': 0.8324518768061943}",train
