id,label,predict_result,predict_score,predict_detail,type
2,1,1,0.8474572829298115,"{'0': 0.15254271707018852, '1': 0.8474572829298115}",train
4,1,1,0.8467119128734658,"{'0': 0.1532880871265342, '1': 0.8467119128734658}",train
6,1,1,0.8462261440621861,"{'0': 0.1537738559378139, '1': 0.8462261440621861}",train
7,1,1,0.8488135198309019,"{'0': 0.15118648016909808, '1': 0.8488135198309019}",train
10,1,1,0.8465652855512781,"{'0': 0.15343471444872192, '1': 0.8465652855512781}",train
11,1,1,0.8480651647795937,"{'0': 0.1519348352204063, '1': 0.8480651647795937}",train
16,1,1,0.8442266465505545,"{'0': 0.15577335344944554, '1': 0.8442266465505545}",train
18,1,1,0.8460143811672988,"{'0': 0.15398561883270123, '1': 0.8460143811672988}",train
21,1,1,0.8480672144606403,"{'0': 0.15193278553935974, '1': 0.8480672144606403}",train
24,1,1,0.8467000575570224,"{'0': 0.15329994244297762, '1': 0.8467000575570224}",train
28,1,1,0.8446811158415293,"{'0': 0.15531888415847073, '1': 0.8446811158415293}",train
36,1,1,0.845602705791868,"{'0': 0.15439729420813197, '1': 0.845602705791868}",train
44,1,1,0.8460484484990116,"{'0': 0.15395155150098838, '1': 0.8460484484990116}",train
45,1,1,0.8446421664415136,"{'0': 0.15535783355848642, '1': 0.8446421664415136}",train
50,1,1,0.8456204216873766,"{'0': 0.1543795783126234, '1': 0.8456204216873766}",train
51,1,1,0.847332727255145,"{'0': 0.15266727274485503, '1': 0.847332727255145}",train
56,1,1,0.8490986311751804,"{'0': 0.15090136882481964, '1': 0.8490986311751804}",train
63,1,1,0.8435075685511705,"{'0': 0.15649243144882952, '1': 0.8435075685511705}",train
64,1,1,0.8480381683455146,"{'0': 0.1519618316544854, '1': 0.8480381683455146}",train
77,1,1,0.8435926681111884,"{'0': 0.15640733188881162, '1': 0.8435926681111884}",train
79,1,1,0.8449998020285807,"{'0': 0.15500019797141928, '1': 0.8449998020285807}",train
82,1,1,0.846570292722732,"{'0': 0.153429707277268, '1': 0.846570292722732}",train
83,1,1,0.8442803076438123,"{'0': 0.15571969235618766, '1': 0.8442803076438123}",train
87,1,1,0.8440516622671828,"{'0': 0.15594833773281724, '1': 0.8440516622671828}",train
88,1,1,0.844067753552218,"{'0': 0.15593224644778203, '1': 0.844067753552218}",train
89,1,1,0.8472029411213828,"{'0': 0.15279705887861716, '1': 0.8472029411213828}",train
92,1,1,0.8455913807123778,"{'0': 0.15440861928762217, '1': 0.8455913807123778}",train
93,1,1,0.8429010405454567,"{'0': 0.15709895945454333, '1': 0.8429010405454567}",train
96,1,1,0.847295700609073,"{'0': 0.152704299390927, '1': 0.847295700609073}",train
100,1,1,0.8478099784701065,"{'0': 0.15219002152989347, '1': 0.8478099784701065}",train
102,1,1,0.8487228612517497,"{'0': 0.15127713874825033, '1': 0.8487228612517497}",train
112,1,1,0.8450076463684669,"{'0': 0.15499235363153308, '1': 0.8450076463684669}",train
114,1,1,0.8440134243810907,"{'0': 0.15598657561890927, '1': 0.8440134243810907}",train
117,1,1,0.8450133668501003,"{'0': 0.1549866331498997, '1': 0.8450133668501003}",train
118,1,1,0.8478925778251366,"{'0': 0.1521074221748634, '1': 0.8478925778251366}",train
119,1,1,0.8442923859407839,"{'0': 0.15570761405921607, '1': 0.8442923859407839}",train
121,1,1,0.8439011484826446,"{'0': 0.15609885151735536, '1': 0.8439011484826446}",train
123,1,1,0.8423194895064976,"{'0': 0.1576805104935024, '1': 0.8423194895064976}",train
127,1,1,0.8432737785189496,"{'0': 0.15672622148105042, '1': 0.8432737785189496}",train
132,1,1,0.8468937347373675,"{'0': 0.1531062652626325, '1': 0.8468937347373675}",train
136,1,1,0.8419731279463791,"{'0': 0.15802687205362087, '1': 0.8419731279463791}",train
138,1,1,0.8480616829322024,"{'0': 0.1519383170677976, '1': 0.8480616829322024}",train
149,1,1,0.8423731635627315,"{'0': 0.1576268364372685, '1': 0.8423731635627315}",train
150,1,1,0.8463175696173123,"{'0': 0.1536824303826877, '1': 0.8463175696173123}",train
155,1,1,0.847302786237111,"{'0': 0.15269721376288903, '1': 0.847302786237111}",train
159,1,1,0.8456984816136267,"{'0': 0.1543015183863733, '1': 0.8456984816136267}",train
160,1,1,0.8439456264467083,"{'0': 0.15605437355329166, '1': 0.8439456264467083}",train
162,1,1,0.8476893417036416,"{'0': 0.15231065829635837, '1': 0.8476893417036416}",train
163,1,1,0.8431845508577807,"{'0': 0.15681544914221934, '1': 0.8431845508577807}",train
165,1,1,0.8450022515299707,"{'0': 0.15499774847002934, '1': 0.8450022515299707}",train
166,1,1,0.8458495423086307,"{'0': 0.15415045769136926, '1': 0.8458495423086307}",train
168,1,1,0.8464605541307426,"{'0': 0.15353944586925738, '1': 0.8464605541307426}",train
170,1,1,0.8469739748874622,"{'0': 0.15302602511253782, '1': 0.8469739748874622}",train
182,1,1,0.8455166371291745,"{'0': 0.15448336287082554, '1': 0.8455166371291745}",train
188,1,1,0.8454740686019703,"{'0': 0.15452593139802973, '1': 0.8454740686019703}",train
189,1,1,0.8437382776113348,"{'0': 0.1562617223886652, '1': 0.8437382776113348}",train
190,1,1,0.8480139094451956,"{'0': 0.1519860905548044, '1': 0.8480139094451956}",train
192,1,1,0.8457700058737876,"{'0': 0.1542299941262124, '1': 0.8457700058737876}",train
193,1,1,0.8439746788448227,"{'0': 0.1560253211551773, '1': 0.8439746788448227}",train
197,1,1,0.8454870169962384,"{'0': 0.1545129830037616, '1': 0.8454870169962384}",train
205,1,1,0.8427114770771988,"{'0': 0.15728852292280115, '1': 0.8427114770771988}",train
207,1,1,0.8481943894905482,"{'0': 0.15180561050945185, '1': 0.8481943894905482}",train
213,1,1,0.8471272001208899,"{'0': 0.15287279987911007, '1': 0.8471272001208899}",train
215,1,1,0.8439582714263621,"{'0': 0.15604172857363785, '1': 0.8439582714263621}",train
220,1,1,0.846945366482747,"{'0': 0.153054633517253, '1': 0.846945366482747}",train
221,1,1,0.8452884422438987,"{'0': 0.15471155775610135, '1': 0.8452884422438987}",train
223,1,1,0.8458575264703657,"{'0': 0.15414247352963428, '1': 0.8458575264703657}",train
225,1,1,0.8458952246530593,"{'0': 0.15410477534694067, '1': 0.8458952246530593}",train
230,1,1,0.8459571711151624,"{'0': 0.15404282888483756, '1': 0.8459571711151624}",train
238,1,1,0.8443785459393728,"{'0': 0.15562145406062722, '1': 0.8443785459393728}",train
240,1,1,0.8432294261433845,"{'0': 0.15677057385661552, '1': 0.8432294261433845}",train
244,1,1,0.846690444452713,"{'0': 0.15330955554728698, '1': 0.846690444452713}",train
250,1,1,0.8462094066413042,"{'0': 0.15379059335869583, '1': 0.8462094066413042}",train
256,1,1,0.8477924933383206,"{'0': 0.15220750666167937, '1': 0.8477924933383206}",train
260,1,1,0.8473665530459018,"{'0': 0.1526334469540982, '1': 0.8473665530459018}",train
261,1,1,0.8446071271131768,"{'0': 0.15539287288682324, '1': 0.8446071271131768}",train
265,1,1,0.8454913179456393,"{'0': 0.15450868205436075, '1': 0.8454913179456393}",train
269,1,1,0.8467516390569426,"{'0': 0.15324836094305738, '1': 0.8467516390569426}",train
274,1,1,0.8456972019682253,"{'0': 0.1543027980317747, '1': 0.8456972019682253}",train
280,1,1,0.84383331449713,"{'0': 0.15616668550287005, '1': 0.84383331449713}",train
281,1,1,0.8434038393620348,"{'0': 0.15659616063796522, '1': 0.8434038393620348}",train
283,1,1,0.8427764866870937,"{'0': 0.1572235133129063, '1': 0.8427764866870937}",train
285,1,1,0.8460225817262231,"{'0': 0.15397741827377687, '1': 0.8460225817262231}",train
289,1,1,0.843329615457964,"{'0': 0.15667038454203597, '1': 0.843329615457964}",train
291,1,1,0.8453454160161097,"{'0': 0.15465458398389031, '1': 0.8453454160161097}",train
293,1,1,0.8453335161514283,"{'0': 0.15466648384857173, '1': 0.8453335161514283}",train
302,1,1,0.8458200430133914,"{'0': 0.15417995698660858, '1': 0.8458200430133914}",train
306,1,1,0.8478374335765532,"{'0': 0.15216256642344683, '1': 0.8478374335765532}",train
309,1,1,0.8426069049570871,"{'0': 0.15739309504291288, '1': 0.8426069049570871}",train
317,1,1,0.8475936934570467,"{'0': 0.15240630654295328, '1': 0.8475936934570467}",train
319,1,1,0.846394962289463,"{'0': 0.15360503771053702, '1': 0.846394962289463}",train
324,1,1,0.843631245730816,"{'0': 0.15636875426918395, '1': 0.843631245730816}",train
328,1,1,0.8452755812149088,"{'0': 0.15472441878509124, '1': 0.8452755812149088}",train
331,1,1,0.846711644157629,"{'0': 0.153288355842371, '1': 0.846711644157629}",train
333,1,1,0.845051998630951,"{'0': 0.15494800136904896, '1': 0.845051998630951}",train
337,1,1,0.8445834125941185,"{'0': 0.1554165874058815, '1': 0.8445834125941185}",train
338,1,1,0.8444122155459632,"{'0': 0.15558778445403676, '1': 0.8444122155459632}",train
340,1,1,0.8460891913092857,"{'0': 0.15391080869071427, '1': 0.8460891913092857}",train
345,1,1,0.8457441600662176,"{'0': 0.15425583993378245, '1': 0.8457441600662176}",train
355,1,1,0.8457757545760607,"{'0': 0.1542242454239393, '1': 0.8457757545760607}",train
357,1,1,0.8451863105552926,"{'0': 0.15481368944470741, '1': 0.8451863105552926}",train
358,1,1,0.842678671201359,"{'0': 0.15732132879864102, '1': 0.842678671201359}",train
360,1,1,0.8469919917093918,"{'0': 0.15300800829060823, '1': 0.8469919917093918}",train
361,1,1,0.8422856005549187,"{'0': 0.15771439944508125, '1': 0.8422856005549187}",train
366,1,1,0.8447541780216862,"{'0': 0.15524582197831382, '1': 0.8447541780216862}",train
367,1,1,0.8469555477002341,"{'0': 0.15304445229976593, '1': 0.8469555477002341}",train
369,1,1,0.8466179537040663,"{'0': 0.15338204629593366, '1': 0.8466179537040663}",train
378,1,1,0.8452230752304801,"{'0': 0.15477692476951987, '1': 0.8452230752304801}",train
384,1,1,0.8418142455677862,"{'0': 0.15818575443221383, '1': 0.8418142455677862}",train
405,1,1,0.8446031359592334,"{'0': 0.15539686404076658, '1': 0.8446031359592334}",train
413,1,1,0.8418907961074183,"{'0': 0.15810920389258165, '1': 0.8418907961074183}",train
415,1,1,0.8435474072132755,"{'0': 0.15645259278672452, '1': 0.8435474072132755}",train
418,1,1,0.8455084386999754,"{'0': 0.15449156130002462, '1': 0.8455084386999754}",train
420,1,1,0.8436070390396398,"{'0': 0.15639296096036015, '1': 0.8436070390396398}",train
425,1,1,0.8475678558636593,"{'0': 0.15243214413634065, '1': 0.8475678558636593}",train
427,1,1,0.8424278771243262,"{'0': 0.1575721228756738, '1': 0.8424278771243262}",train
428,1,1,0.8482409156000761,"{'0': 0.15175908439992392, '1': 0.8482409156000761}",train
439,1,1,0.846846335380659,"{'0': 0.153153664619341, '1': 0.846846335380659}",train
443,1,1,0.8477450933893298,"{'0': 0.1522549066106702, '1': 0.8477450933893298}",train
445,1,1,0.8476465469124559,"{'0': 0.1523534530875441, '1': 0.8476465469124559}",train
446,1,1,0.846492036783748,"{'0': 0.15350796321625204, '1': 0.846492036783748}",train
449,1,1,0.8463557193883465,"{'0': 0.15364428061165347, '1': 0.8463557193883465}",train
452,1,1,0.8462049783679869,"{'0': 0.15379502163201308, '1': 0.8462049783679869}",train
468,1,1,0.8441308891684645,"{'0': 0.15586911083153554, '1': 0.8441308891684645}",train
472,1,1,0.8456067299891394,"{'0': 0.15439327001086056, '1': 0.8456067299891394}",train
477,1,1,0.8483136514152592,"{'0': 0.15168634858474084, '1': 0.8483136514152592}",train
485,1,1,0.8446657005923767,"{'0': 0.15533429940762333, '1': 0.8446657005923767}",train
488,1,1,0.8457085968082283,"{'0': 0.1542914031917717, '1': 0.8457085968082283}",train
489,1,1,0.8438603763393566,"{'0': 0.15613962366064338, '1': 0.8438603763393566}",train
490,1,1,0.844760299466843,"{'0': 0.15523970053315705, '1': 0.844760299466843}",train
492,1,1,0.8461252119520437,"{'0': 0.1538747880479563, '1': 0.8461252119520437}",train
494,1,1,0.8457499028917733,"{'0': 0.15425009710822668, '1': 0.8457499028917733}",train
497,1,1,0.8465310538755044,"{'0': 0.15346894612449558, '1': 0.8465310538755044}",train
514,1,1,0.8461343011950249,"{'0': 0.15386569880497514, '1': 0.8461343011950249}",train
522,1,1,0.8446822786435724,"{'0': 0.15531772135642763, '1': 0.8446822786435724}",train
526,1,1,0.8474177706624012,"{'0': 0.1525822293375988, '1': 0.8474177706624012}",train
529,1,1,0.844085265645358,"{'0': 0.15591473435464198, '1': 0.844085265645358}",train
531,1,1,0.8452892349380675,"{'0': 0.1547107650619325, '1': 0.8452892349380675}",train
532,1,1,0.8450931501703282,"{'0': 0.15490684982967184, '1': 0.8450931501703282}",train
538,1,1,0.842938376220614,"{'0': 0.15706162377938604, '1': 0.842938376220614}",train
541,1,1,0.8436756654537352,"{'0': 0.15632433454626482, '1': 0.8436756654537352}",train
547,1,1,0.8453864550265824,"{'0': 0.15461354497341762, '1': 0.8453864550265824}",train
549,1,1,0.8431549507736288,"{'0': 0.1568450492263712, '1': 0.8431549507736288}",train
550,1,1,0.8460924223783893,"{'0': 0.15390757762161067, '1': 0.8460924223783893}",train
553,1,1,0.8426948379985533,"{'0': 0.15730516200144673, '1': 0.8426948379985533}",train
564,1,1,0.8417076863252944,"{'0': 0.15829231367470564, '1': 0.8417076863252944}",train
567,1,1,0.8450648130414167,"{'0': 0.15493518695858333, '1': 0.8450648130414167}",train
1,1,1,0.8445953558576905,"{'0': 0.15540464414230948, '1': 0.8445953558576905}",train
5,1,1,0.8464036595037019,"{'0': 0.1535963404962981, '1': 0.8464036595037019}",train
8,1,1,0.8458130692535039,"{'0': 0.15418693074649614, '1': 0.8458130692535039}",train
9,1,1,0.8446504338802424,"{'0': 0.1553495661197576, '1': 0.8446504338802424}",train
13,1,1,0.8457357832618129,"{'0': 0.15426421673818713, '1': 0.8457357832618129}",train
15,1,1,0.8461149553536926,"{'0': 0.15388504464630737, '1': 0.8461149553536926}",train
23,1,1,0.84674474863646,"{'0': 0.15325525136354, '1': 0.84674474863646}",train
25,1,1,0.8454705708302345,"{'0': 0.15452942916976553, '1': 0.8454705708302345}",train
27,1,1,0.8448304613281128,"{'0': 0.1551695386718872, '1': 0.8448304613281128}",train
30,1,1,0.8466154503696972,"{'0': 0.1533845496303028, '1': 0.8466154503696972}",train
32,1,1,0.8424723440488859,"{'0': 0.15752765595111407, '1': 0.8424723440488859}",train
34,1,1,0.8445703380591213,"{'0': 0.1554296619408787, '1': 0.8445703380591213}",train
38,1,1,0.8458210484648628,"{'0': 0.15417895153513717, '1': 0.8458210484648628}",train
43,1,1,0.8443775989279915,"{'0': 0.15562240107200853, '1': 0.8443775989279915}",train
46,1,1,0.8451827660482054,"{'0': 0.1548172339517946, '1': 0.8451827660482054}",train
49,1,1,0.8428380731989339,"{'0': 0.1571619268010661, '1': 0.8428380731989339}",train
59,1,1,0.844432765710798,"{'0': 0.15556723428920205, '1': 0.844432765710798}",train
66,1,1,0.8445801314806748,"{'0': 0.1554198685193252, '1': 0.8445801314806748}",train
69,1,1,0.847301415617817,"{'0': 0.15269858438218298, '1': 0.847301415617817}",train
74,1,1,0.8487296582927885,"{'0': 0.15127034170721154, '1': 0.8487296582927885}",train
75,1,1,0.8477789367339272,"{'0': 0.15222106326607276, '1': 0.8477789367339272}",train
86,1,1,0.8433728015295386,"{'0': 0.15662719847046136, '1': 0.8433728015295386}",train
94,1,1,0.8436319400756245,"{'0': 0.15636805992437552, '1': 0.8436319400756245}",train
95,1,1,0.8473746707098604,"{'0': 0.1526253292901396, '1': 0.8473746707098604}",train
97,1,1,0.8427541009826698,"{'0': 0.15724589901733022, '1': 0.8427541009826698}",train
101,1,1,0.8479790835241736,"{'0': 0.15202091647582638, '1': 0.8479790835241736}",train
103,1,1,0.8454751770040888,"{'0': 0.1545248229959112, '1': 0.8454751770040888}",train
105,1,1,0.844771999981591,"{'0': 0.15522800001840897, '1': 0.844771999981591}",train
108,1,1,0.8449980099124763,"{'0': 0.1550019900875237, '1': 0.8449980099124763}",train
116,1,1,0.8461533270266632,"{'0': 0.15384667297333676, '1': 0.8461533270266632}",train
126,1,1,0.8474500616756501,"{'0': 0.15254993832434993, '1': 0.8474500616756501}",train
128,1,1,0.8435614879743357,"{'0': 0.15643851202566428, '1': 0.8435614879743357}",train
139,1,1,0.8434570351639492,"{'0': 0.1565429648360508, '1': 0.8434570351639492}",train
142,1,1,0.8446852930776022,"{'0': 0.1553147069223978, '1': 0.8446852930776022}",train
148,1,1,0.8458078674004474,"{'0': 0.15419213259955256, '1': 0.8458078674004474}",train
152,1,1,0.847254176651974,"{'0': 0.152745823348026, '1': 0.847254176651974}",train
158,1,1,0.8454686965074774,"{'0': 0.15453130349252264, '1': 0.8454686965074774}",train
169,1,1,0.8433406110117052,"{'0': 0.1566593889882948, '1': 0.8433406110117052}",train
173,1,1,0.8432601271240862,"{'0': 0.15673987287591384, '1': 0.8432601271240862}",train
174,1,1,0.8467058098056887,"{'0': 0.15329419019431134, '1': 0.8467058098056887}",train
178,1,1,0.8444938847141482,"{'0': 0.1555061152858518, '1': 0.8444938847141482}",train
181,1,1,0.8481842322156261,"{'0': 0.1518157677843739, '1': 0.8481842322156261}",train
183,1,1,0.8437754958830471,"{'0': 0.15622450411695288, '1': 0.8437754958830471}",train
184,1,1,0.8472472352403728,"{'0': 0.15275276475962718, '1': 0.8472472352403728}",train
194,1,1,0.8462290374570965,"{'0': 0.15377096254290346, '1': 0.8462290374570965}",train
195,1,1,0.8494379486124646,"{'0': 0.15056205138753542, '1': 0.8494379486124646}",train
199,1,1,0.8469841743948288,"{'0': 0.15301582560517124, '1': 0.8469841743948288}",train
202,1,1,0.8454652444172565,"{'0': 0.15453475558274354, '1': 0.8454652444172565}",train
203,1,1,0.8454570869617798,"{'0': 0.1545429130382202, '1': 0.8454570869617798}",train
210,1,1,0.8472027662543754,"{'0': 0.1527972337456246, '1': 0.8472027662543754}",train
224,1,1,0.8441622562712695,"{'0': 0.1558377437287305, '1': 0.8441622562712695}",train
228,1,1,0.8427598358337495,"{'0': 0.15724016416625053, '1': 0.8427598358337495}",train
232,1,1,0.8454546645276868,"{'0': 0.1545453354723132, '1': 0.8454546645276868}",train
233,1,1,0.845539776737502,"{'0': 0.15446022326249798, '1': 0.845539776737502}",train
234,1,1,0.8443137676387035,"{'0': 0.15568623236129653, '1': 0.8443137676387035}",train
237,1,1,0.8462730837082314,"{'0': 0.1537269162917686, '1': 0.8462730837082314}",train
245,1,1,0.8437699925297406,"{'0': 0.1562300074702594, '1': 0.8437699925297406}",train
255,1,1,0.8443206904744662,"{'0': 0.15567930952553377, '1': 0.8443206904744662}",train
257,1,1,0.8457347816121519,"{'0': 0.15426521838784812, '1': 0.8457347816121519}",train
263,1,1,0.8468524861711657,"{'0': 0.1531475138288343, '1': 0.8468524861711657}",train
272,1,1,0.8468520314437389,"{'0': 0.15314796855626112, '1': 0.8468520314437389}",train
277,1,1,0.8484772887078673,"{'0': 0.15152271129213268, '1': 0.8484772887078673}",train
286,1,1,0.846753465395564,"{'0': 0.15324653460443605, '1': 0.846753465395564}",train
287,1,1,0.8429286659350712,"{'0': 0.1570713340649288, '1': 0.8429286659350712}",train
296,1,1,0.8460038845290301,"{'0': 0.15399611547096992, '1': 0.8460038845290301}",train
300,1,1,0.8468704711756926,"{'0': 0.15312952882430741, '1': 0.8468704711756926}",train
308,1,1,0.8484404577506303,"{'0': 0.15155954224936974, '1': 0.8484404577506303}",train
313,1,1,0.8459933319502068,"{'0': 0.15400666804979324, '1': 0.8459933319502068}",train
318,1,1,0.8459711416335063,"{'0': 0.15402885836649371, '1': 0.8459711416335063}",train
329,1,1,0.8411479253969655,"{'0': 0.15885207460303452, '1': 0.8411479253969655}",train
332,1,1,0.8448951480750523,"{'0': 0.15510485192494772, '1': 0.8448951480750523}",train
341,1,1,0.8436812721667538,"{'0': 0.15631872783324618, '1': 0.8436812721667538}",train
342,1,1,0.8472204219269565,"{'0': 0.15277957807304354, '1': 0.8472204219269565}",train
343,1,1,0.8480656310523106,"{'0': 0.1519343689476894, '1': 0.8480656310523106}",train
346,1,1,0.8452827426871667,"{'0': 0.15471725731283326, '1': 0.8452827426871667}",train
354,1,1,0.8432891421819266,"{'0': 0.15671085781807337, '1': 0.8432891421819266}",train
364,1,1,0.8465548597306607,"{'0': 0.1534451402693393, '1': 0.8465548597306607}",train
368,1,1,0.8437228993754862,"{'0': 0.15627710062451383, '1': 0.8437228993754862}",train
382,1,1,0.8477070515382423,"{'0': 0.15229294846175767, '1': 0.8477070515382423}",train
385,1,1,0.8467802407643124,"{'0': 0.15321975923568765, '1': 0.8467802407643124}",train
388,1,1,0.8442097776515768,"{'0': 0.1557902223484232, '1': 0.8442097776515768}",train
390,1,1,0.8441494441742805,"{'0': 0.1558505558257195, '1': 0.8441494441742805}",train
392,1,1,0.8438785835090753,"{'0': 0.1561214164909247, '1': 0.8438785835090753}",train
400,1,1,0.8432912607946251,"{'0': 0.15670873920537487, '1': 0.8432912607946251}",train
401,1,1,0.8428308435444447,"{'0': 0.1571691564555553, '1': 0.8428308435444447}",train
402,1,1,0.8470415697375628,"{'0': 0.15295843026243716, '1': 0.8470415697375628}",train
410,1,1,0.8467566600770974,"{'0': 0.15324333992290262, '1': 0.8467566600770974}",train
416,1,1,0.8484651092729764,"{'0': 0.15153489072702364, '1': 0.8484651092729764}",train
426,1,1,0.8479677824303289,"{'0': 0.1520322175696711, '1': 0.8479677824303289}",train
429,1,1,0.8467123230950705,"{'0': 0.1532876769049295, '1': 0.8467123230950705}",train
430,1,1,0.8425892916928872,"{'0': 0.1574107083071128, '1': 0.8425892916928872}",train
432,1,1,0.8470452734049541,"{'0': 0.15295472659504594, '1': 0.8470452734049541}",train
436,1,1,0.8470052097575507,"{'0': 0.15299479024244933, '1': 0.8470052097575507}",train
440,1,1,0.8476129720397009,"{'0': 0.15238702796029913, '1': 0.8476129720397009}",train
441,1,1,0.8470308955010317,"{'0': 0.15296910449896828, '1': 0.8470308955010317}",train
442,1,1,0.8468157126926078,"{'0': 0.1531842873073922, '1': 0.8468157126926078}",train
444,1,1,0.8411392068352344,"{'0': 0.15886079316476565, '1': 0.8411392068352344}",train
447,1,1,0.8419751406473668,"{'0': 0.15802485935263322, '1': 0.8419751406473668}",train
448,1,1,0.8497195705158702,"{'0': 0.15028042948412978, '1': 0.8497195705158702}",train
450,1,1,0.8474131288231153,"{'0': 0.15258687117688474, '1': 0.8474131288231153}",train
456,1,1,0.8451230765444778,"{'0': 0.15487692345552218, '1': 0.8451230765444778}",train
459,1,1,0.8426727996368688,"{'0': 0.1573272003631312, '1': 0.8426727996368688}",train
463,1,1,0.8432684469476245,"{'0': 0.15673155305237552, '1': 0.8432684469476245}",train
465,1,1,0.844843720713273,"{'0': 0.15515627928672704, '1': 0.844843720713273}",train
471,1,1,0.8432395411295324,"{'0': 0.15676045887046763, '1': 0.8432395411295324}",train
473,1,1,0.842530510034648,"{'0': 0.15746948996535204, '1': 0.842530510034648}",train
474,1,1,0.8441082966440586,"{'0': 0.15589170335594138, '1': 0.8441082966440586}",train
476,1,1,0.8447417758306685,"{'0': 0.15525822416933155, '1': 0.8447417758306685}",train
491,1,1,0.846412805523965,"{'0': 0.15358719447603497, '1': 0.846412805523965}",train
498,1,1,0.8451657544143445,"{'0': 0.1548342455856555, '1': 0.8451657544143445}",train
499,1,1,0.8472749218482456,"{'0': 0.1527250781517544, '1': 0.8472749218482456}",train
501,1,1,0.8444795719282386,"{'0': 0.15552042807176136, '1': 0.8444795719282386}",train
506,1,1,0.8427070253069402,"{'0': 0.1572929746930598, '1': 0.8427070253069402}",train
509,1,1,0.8438153191250214,"{'0': 0.1561846808749786, '1': 0.8438153191250214}",train
516,1,1,0.8447668342327224,"{'0': 0.15523316576727764, '1': 0.8447668342327224}",train
517,1,1,0.8422145856259371,"{'0': 0.1577854143740629, '1': 0.8422145856259371}",train
518,1,1,0.8450665225319428,"{'0': 0.1549334774680572, '1': 0.8450665225319428}",train
524,1,1,0.8447923845567248,"{'0': 0.15520761544327522, '1': 0.8447923845567248}",train
525,1,1,0.8415680754522181,"{'0': 0.15843192454778188, '1': 0.8415680754522181}",train
527,1,1,0.8447021403637864,"{'0': 0.15529785963621356, '1': 0.8447021403637864}",train
530,1,1,0.8464624026271163,"{'0': 0.15353759737288375, '1': 0.8464624026271163}",train
544,1,1,0.847776965189172,"{'0': 0.152223034810828, '1': 0.847776965189172}",train
545,1,1,0.8501437078244269,"{'0': 0.14985629217557306, '1': 0.8501437078244269}",train
546,1,1,0.8433192659412267,"{'0': 0.15668073405877325, '1': 0.8433192659412267}",train
552,1,1,0.8452436169282012,"{'0': 0.15475638307179884, '1': 0.8452436169282012}",train
555,1,1,0.8458178305732637,"{'0': 0.15418216942673635, '1': 0.8458178305732637}",train
556,1,1,0.8461724704801384,"{'0': 0.15382752951986156, '1': 0.8461724704801384}",train
558,1,1,0.8449204305991348,"{'0': 0.1550795694008652, '1': 0.8449204305991348}",train
560,1,1,0.8434989464816478,"{'0': 0.1565010535183522, '1': 0.8434989464816478}",train
561,1,1,0.845299686561893,"{'0': 0.15470031343810697, '1': 0.845299686561893}",train
568,1,1,0.8422806521146169,"{'0': 0.1577193478853831, '1': 0.8422806521146169}",train
0,1,1,0.8441851381490327,"{'0': 0.15581486185096727, '1': 0.8441851381490327}",train
17,1,1,0.8459581577559235,"{'0': 0.15404184224407647, '1': 0.8459581577559235}",train
19,1,1,0.8463441748304074,"{'0': 0.15365582516959264, '1': 0.8463441748304074}",train
22,1,1,0.8455733749821039,"{'0': 0.15442662501789606, '1': 0.8455733749821039}",train
37,1,1,0.8461998579389248,"{'0': 0.15380014206107517, '1': 0.8461998579389248}",train
39,1,1,0.8470247647191841,"{'0': 0.1529752352808159, '1': 0.8470247647191841}",train
41,1,1,0.8460618861510588,"{'0': 0.15393811384894118, '1': 0.8460618861510588}",train
42,1,1,0.8452427591874607,"{'0': 0.15475724081253928, '1': 0.8452427591874607}",train
47,1,1,0.8452306633779074,"{'0': 0.15476933662209258, '1': 0.8452306633779074}",train
48,1,1,0.8488333916596773,"{'0': 0.1511666083403227, '1': 0.8488333916596773}",train
52,1,1,0.8450072578407085,"{'0': 0.15499274215929149, '1': 0.8450072578407085}",train
57,1,1,0.8428622834136056,"{'0': 0.15713771658639442, '1': 0.8428622834136056}",train
58,1,1,0.846247492405323,"{'0': 0.15375250759467696, '1': 0.846247492405323}",train
60,1,1,0.8445747277182759,"{'0': 0.1554252722817241, '1': 0.8445747277182759}",train
62,1,1,0.8429781696090901,"{'0': 0.1570218303909099, '1': 0.8429781696090901}",train
70,1,1,0.8472374858307343,"{'0': 0.15276251416926567, '1': 0.8472374858307343}",train
76,1,1,0.8441954936528931,"{'0': 0.15580450634710685, '1': 0.8441954936528931}",train
78,1,1,0.8457253363067753,"{'0': 0.15427466369322473, '1': 0.8457253363067753}",train
80,1,1,0.8467942853449811,"{'0': 0.15320571465501887, '1': 0.8467942853449811}",train
90,1,1,0.8500480098244954,"{'0': 0.14995199017550465, '1': 0.8500480098244954}",train
98,1,1,0.8444632671581997,"{'0': 0.15553673284180025, '1': 0.8444632671581997}",train
