id,label,predict_result,predict_score,predict_detail,type
2,1,0,0.36901440990739137,"{'0': 0.6309855900926087, '1': 0.36901440990739137}",train
4,0,0,0.2742585378453606,"{'0': 0.7257414621546394, '1': 0.2742585378453606}",train
6,1,1,0.6369386530911686,"{'0': 0.3630613469088314, '1': 0.6369386530911686}",train
7,0,1,0.6427046955808989,"{'0': 0.35729530441910107, '1': 0.6427046955808989}",train
10,0,1,0.7180150344127404,"{'0': 0.2819849655872596, '1': 0.7180150344127404}",train
11,1,1,0.7588343473226528,"{'0': 0.24116565267734724, '1': 0.7588343473226528}",train
16,1,1,0.828777771711812,"{'0': 0.171222228288188, '1': 0.828777771711812}",train
18,1,1,0.5373087302486547,"{'0': 0.46269126975134534, '1': 0.5373087302486547}",train
21,1,1,0.9468342631128348,"{'0': 0.053165736887165194, '1': 0.9468342631128348}",train
24,1,1,0.5058999056020757,"{'0': 0.49410009439792435, '1': 0.5058999056020757}",train
28,0,1,0.61491781124196,"{'0': 0.38508218875804, '1': 0.61491781124196}",train
36,0,1,0.7192388839661602,"{'0': 0.2807611160338398, '1': 0.7192388839661602}",train
44,1,1,0.7811654865964996,"{'0': 0.21883451340350035, '1': 0.7811654865964996}",train
45,0,0,0.4368744083329385,"{'0': 0.5631255916670614, '1': 0.4368744083329385}",train
50,1,1,0.9327751153372674,"{'0': 0.06722488466273258, '1': 0.9327751153372674}",train
51,1,1,0.9292137713708557,"{'0': 0.0707862286291443, '1': 0.9292137713708557}",train
56,1,1,0.562520836521023,"{'0': 0.437479163478977, '1': 0.562520836521023}",train
63,1,1,0.9674305865447711,"{'0': 0.0325694134552289, '1': 0.9674305865447711}",train
64,1,1,0.7446012895518548,"{'0': 0.2553987104481452, '1': 0.7446012895518548}",train
77,0,0,0.4184318419820118,"{'0': 0.5815681580179882, '1': 0.4184318419820118}",train
79,1,1,0.6952599301359863,"{'0': 0.3047400698640137, '1': 0.6952599301359863}",train
82,1,0,0.08605947721688349,"{'0': 0.9139405227831165, '1': 0.08605947721688349}",train
83,1,0,0.47539863452775893,"{'0': 0.524601365472241, '1': 0.47539863452775893}",train
87,1,1,0.5379802406600528,"{'0': 0.4620197593399472, '1': 0.5379802406600528}",train
88,1,1,0.8870435402289513,"{'0': 0.11295645977104873, '1': 0.8870435402289513}",train
89,1,0,0.475143383628246,"{'0': 0.5248566163717541, '1': 0.475143383628246}",train
92,1,1,0.6984779872940522,"{'0': 0.3015220127059478, '1': 0.6984779872940522}",train
93,1,1,0.67669765421405,"{'0': 0.32330234578594996, '1': 0.67669765421405}",train
96,1,1,0.6201423121042514,"{'0': 0.3798576878957486, '1': 0.6201423121042514}",train
100,1,1,0.8219783832710736,"{'0': 0.17802161672892636, '1': 0.8219783832710736}",train
102,1,1,0.9304484985797971,"{'0': 0.06955150142020294, '1': 0.9304484985797971}",train
112,1,1,0.7575637389935962,"{'0': 0.2424362610064038, '1': 0.7575637389935962}",train
114,1,1,0.9224462028653289,"{'0': 0.07755379713467114, '1': 0.9224462028653289}",train
117,0,1,0.6079312930755947,"{'0': 0.3920687069244053, '1': 0.6079312930755947}",train
118,1,1,0.5014030787348528,"{'0': 0.4985969212651472, '1': 0.5014030787348528}",train
119,0,1,0.6643344490677462,"{'0': 0.3356655509322538, '1': 0.6643344490677462}",train
121,1,1,0.6565354443782374,"{'0': 0.3434645556217626, '1': 0.6565354443782374}",train
123,1,1,0.5278824075505834,"{'0': 0.47211759244941665, '1': 0.5278824075505834}",train
127,1,1,0.7469873375306314,"{'0': 0.2530126624693686, '1': 0.7469873375306314}",train
132,1,1,0.6783098365067749,"{'0': 0.3216901634932251, '1': 0.6783098365067749}",train
136,1,1,0.7666369069761833,"{'0': 0.23336309302381675, '1': 0.7666369069761833}",train
138,0,1,0.5303934527974047,"{'0': 0.4696065472025953, '1': 0.5303934527974047}",train
