id,label,predict_result,predict_score,predict_detail,type
2,1,1,0.6760985726820647,"{'0': 0.32390142731793525, '1': 0.6760985726820647}",train
4,0,0,0.4001993597456271,"{'0': 0.599800640254373, '1': 0.4001993597456271}",train
6,1,1,0.7540321913904552,"{'0': 0.2459678086095448, '1': 0.7540321913904552}",train
7,0,1,0.7191092805905794,"{'0': 0.28089071940942056, '1': 0.7191092805905794}",train
10,1,1,0.8277771508606683,"{'0': 0.17222284913933172, '1': 0.8277771508606683}",train
11,1,1,0.8029492582728023,"{'0': 0.19705074172719772, '1': 0.8029492582728023}",train
16,1,1,0.8243554369998332,"{'0': 0.17564456300016684, '1': 0.8243554369998332}",train
18,1,1,0.7188594889689212,"{'0': 0.28114051103107884, '1': 0.7188594889689212}",train
21,1,1,0.8940111074574625,"{'0': 0.10598889254253752, '1': 0.8940111074574625}",train
24,1,1,0.7219233081944633,"{'0': 0.27807669180553674, '1': 0.7219233081944633}",train
28,0,1,0.8242787480189809,"{'0': 0.17572125198101907, '1': 0.8242787480189809}",train
36,0,1,0.7483853413368902,"{'0': 0.25161465866310984, '1': 0.7483853413368902}",train
44,1,1,0.8056398660696181,"{'0': 0.19436013393038187, '1': 0.8056398660696181}",train
45,1,1,0.721026662205975,"{'0': 0.278973337794025, '1': 0.721026662205975}",train
50,1,1,0.8812298998531499,"{'0': 0.11877010014685008, '1': 0.8812298998531499}",train
51,1,1,0.8693581037779758,"{'0': 0.13064189622202416, '1': 0.8693581037779758}",train
56,1,1,0.739371187512783,"{'0': 0.26062881248721703, '1': 0.739371187512783}",train
63,1,1,0.9218596785923762,"{'0': 0.07814032140762384, '1': 0.9218596785923762}",train
64,1,1,0.8006209419470305,"{'0': 0.19937905805296952, '1': 0.8006209419470305}",train
77,1,1,0.7205782083467367,"{'0': 0.2794217916532633, '1': 0.7205782083467367}",train
79,1,1,0.8531418572518188,"{'0': 0.1468581427481812, '1': 0.8531418572518188}",train
82,1,1,0.5056301734876634,"{'0': 0.49436982651233663, '1': 0.5056301734876634}",train
83,1,1,0.7229707588085692,"{'0': 0.2770292411914308, '1': 0.7229707588085692}",train
87,1,1,0.7266525351438373,"{'0': 0.2733474648561627, '1': 0.7266525351438373}",train
88,1,1,0.8612870515999667,"{'0': 0.13871294840003334, '1': 0.8612870515999667}",train
89,1,1,0.8013537166515998,"{'0': 0.19864628334840018, '1': 0.8013537166515998}",train
92,1,1,0.8756680139005099,"{'0': 0.12433198609949014, '1': 0.8756680139005099}",train
93,1,1,0.8555839053892903,"{'0': 0.1444160946107097, '1': 0.8555839053892903}",train
96,1,1,0.863088059472888,"{'0': 0.13691194052711197, '1': 0.863088059472888}",train
100,1,1,0.8232841253230293,"{'0': 0.1767158746769707, '1': 0.8232841253230293}",train
102,1,1,0.8782252703756173,"{'0': 0.12177472962438274, '1': 0.8782252703756173}",train
112,1,1,0.7997058655565135,"{'0': 0.20029413444348654, '1': 0.7997058655565135}",train
114,1,1,0.8710138016397541,"{'0': 0.12898619836024594, '1': 0.8710138016397541}",train
117,0,1,0.7675074282712675,"{'0': 0.2324925717287325, '1': 0.7675074282712675}",train
118,1,1,0.7263027726652646,"{'0': 0.27369722733473545, '1': 0.7263027726652646}",train
119,0,1,0.6592525918936996,"{'0': 0.34074740810630044, '1': 0.6592525918936996}",train
121,1,1,0.7688783954889488,"{'0': 0.23112160451105124, '1': 0.7688783954889488}",train
123,1,1,0.8207464102386284,"{'0': 0.17925358976137162, '1': 0.8207464102386284}",train
127,1,1,0.7993206044865366,"{'0': 0.20067939551346337, '1': 0.7993206044865366}",train
132,1,1,0.779259082613013,"{'0': 0.22074091738698698, '1': 0.779259082613013}",train
136,1,1,0.8834547845413092,"{'0': 0.11654521545869079, '1': 0.8834547845413092}",train
138,1,1,0.8274963517254778,"{'0': 0.17250364827452225, '1': 0.8274963517254778}",train
149,1,1,0.8573205396496654,"{'0': 0.14267946035033463, '1': 0.8573205396496654}",train
150,1,1,0.8474541182937744,"{'0': 0.15254588170622563, '1': 0.8474541182937744}",train
155,1,1,0.8676654673827687,"{'0': 0.13233453261723127, '1': 0.8676654673827687}",train
159,1,1,0.899991043197435,"{'0': 0.10000895680256505, '1': 0.899991043197435}",train
160,1,1,0.6175207865179663,"{'0': 0.38247921348203373, '1': 0.6175207865179663}",train
162,1,1,0.6565604069796591,"{'0': 0.3434395930203409, '1': 0.6565604069796591}",train
163,1,1,0.868659753393912,"{'0': 0.131340246606088, '1': 0.868659753393912}",train
165,1,1,0.8540217586515912,"{'0': 0.14597824134840875, '1': 0.8540217586515912}",train
166,1,1,0.8830904031643074,"{'0': 0.11690959683569258, '1': 0.8830904031643074}",train
168,1,1,0.6966959140208583,"{'0': 0.3033040859791417, '1': 0.6966959140208583}",train
170,1,1,0.863928645679298,"{'0': 0.13607135432070205, '1': 0.863928645679298}",train
182,1,1,0.8144028208723795,"{'0': 0.18559717912762053, '1': 0.8144028208723795}",train
188,1,1,0.8974433673467616,"{'0': 0.10255663265323844, '1': 0.8974433673467616}",train
189,1,0,0.4349642809573657,"{'0': 0.5650357190426343, '1': 0.4349642809573657}",train
190,1,1,0.8289581910461592,"{'0': 0.1710418089538408, '1': 0.8289581910461592}",train
192,1,1,0.9433048672471458,"{'0': 0.056695132752854205, '1': 0.9433048672471458}",train
193,1,1,0.8318705358982025,"{'0': 0.16812946410179752, '1': 0.8318705358982025}",train
197,0,0,0.3970872777767791,"{'0': 0.6029127222232209, '1': 0.3970872777767791}",train
205,0,1,0.6575681446005975,"{'0': 0.34243185539940246, '1': 0.6575681446005975}",train
207,1,1,0.8047647613842844,"{'0': 0.19523523861571557, '1': 0.8047647613842844}",train
213,1,1,0.85764774177651,"{'0': 0.14235225822348996, '1': 0.85764774177651}",train
215,1,1,0.8213073244939927,"{'0': 0.17869267550600731, '1': 0.8213073244939927}",train
220,1,1,0.8445472040934289,"{'0': 0.15545279590657113, '1': 0.8445472040934289}",train
221,1,1,0.8217929295401236,"{'0': 0.17820707045987638, '1': 0.8217929295401236}",train
223,0,1,0.7731702394443603,"{'0': 0.22682976055563975, '1': 0.7731702394443603}",train
225,1,1,0.8418731593757558,"{'0': 0.1581268406242442, '1': 0.8418731593757558}",train
230,1,1,0.706214457624158,"{'0': 0.293785542375842, '1': 0.706214457624158}",train
238,1,1,0.8398628676331743,"{'0': 0.1601371323668257, '1': 0.8398628676331743}",train
240,1,0,0.4299485969048018,"{'0': 0.5700514030951982, '1': 0.4299485969048018}",train
244,1,1,0.7436234523435299,"{'0': 0.2563765476564701, '1': 0.7436234523435299}",train
250,1,1,0.6336728651099053,"{'0': 0.3663271348900947, '1': 0.6336728651099053}",train
256,1,1,0.676030691291661,"{'0': 0.32396930870833895, '1': 0.676030691291661}",train
260,1,1,0.6939403204116334,"{'0': 0.30605967958836655, '1': 0.6939403204116334}",train
261,1,1,0.82225601229816,"{'0': 0.17774398770183997, '1': 0.82225601229816}",train
265,0,1,0.7320472472880535,"{'0': 0.2679527527119465, '1': 0.7320472472880535}",train
269,1,1,0.8701753012164585,"{'0': 0.12982469878354153, '1': 0.8701753012164585}",train
274,1,1,0.8036121387515798,"{'0': 0.19638786124842023, '1': 0.8036121387515798}",train
280,0,1,0.7409950426565473,"{'0': 0.25900495734345275, '1': 0.7409950426565473}",train
281,1,1,0.8974759503304516,"{'0': 0.10252404966954842, '1': 0.8974759503304516}",train
283,0,1,0.5959578762276256,"{'0': 0.40404212377237436, '1': 0.5959578762276256}",train
285,1,1,0.8894841331210257,"{'0': 0.1105158668789743, '1': 0.8894841331210257}",train
289,1,1,0.9001571584861886,"{'0': 0.0998428415138114, '1': 0.9001571584861886}",train
291,1,1,0.5895228351003571,"{'0': 0.4104771648996429, '1': 0.5895228351003571}",train
293,1,1,0.8822382876701814,"{'0': 0.11776171232981858, '1': 0.8822382876701814}",train
302,1,1,0.6783407649561414,"{'0': 0.3216592350438586, '1': 0.6783407649561414}",train
306,1,1,0.8641081827551546,"{'0': 0.13589181724484545, '1': 0.8641081827551546}",train
309,1,1,0.8752573398266356,"{'0': 0.12474266017336444, '1': 0.8752573398266356}",train
317,1,1,0.7467972808407694,"{'0': 0.25320271915923065, '1': 0.7467972808407694}",train
319,1,0,0.39444008296952965,"{'0': 0.6055599170304704, '1': 0.39444008296952965}",train
324,1,1,0.8688354367235015,"{'0': 0.1311645632764985, '1': 0.8688354367235015}",train
328,1,1,0.7550902759451995,"{'0': 0.2449097240548005, '1': 0.7550902759451995}",train
331,1,1,0.8466333370697259,"{'0': 0.15336666293027412, '1': 0.8466333370697259}",train
333,1,1,0.5068857035409063,"{'0': 0.49311429645909366, '1': 0.5068857035409063}",train
337,1,1,0.7865518984358754,"{'0': 0.21344810156412464, '1': 0.7865518984358754}",train
338,1,1,0.8935745792306359,"{'0': 0.10642542076936412, '1': 0.8935745792306359}",train
340,1,1,0.8204671256748662,"{'0': 0.17953287432513376, '1': 0.8204671256748662}",train
345,1,1,0.9262140764846651,"{'0': 0.07378592351533486, '1': 0.9262140764846651}",train
355,1,1,0.8753073821334154,"{'0': 0.12469261786658459, '1': 0.8753073821334154}",train
357,1,1,0.8703022739528367,"{'0': 0.12969772604716334, '1': 0.8703022739528367}",train
358,1,1,0.9059646650023132,"{'0': 0.09403533499768679, '1': 0.9059646650023132}",train
360,1,1,0.8873915927988862,"{'0': 0.11260840720111376, '1': 0.8873915927988862}",train
361,1,1,0.862146464354494,"{'0': 0.13785353564550595, '1': 0.862146464354494}",train
366,1,1,0.7362604009134626,"{'0': 0.26373959908653744, '1': 0.7362604009134626}",train
367,1,1,0.6033493237810873,"{'0': 0.3966506762189127, '1': 0.6033493237810873}",train
369,1,1,0.5788188373554675,"{'0': 0.42118116264453254, '1': 0.5788188373554675}",train
378,1,1,0.8596931298148219,"{'0': 0.14030687018517807, '1': 0.8596931298148219}",train
384,1,1,0.8560488851634835,"{'0': 0.14395111483651646, '1': 0.8560488851634835}",train
405,1,1,0.8825587469669204,"{'0': 0.11744125303307962, '1': 0.8825587469669204}",train
413,1,1,0.8300010978845546,"{'0': 0.16999890211544544, '1': 0.8300010978845546}",train
415,1,1,0.8704911903610075,"{'0': 0.12950880963899247, '1': 0.8704911903610075}",train
418,1,1,0.8729071304766332,"{'0': 0.12709286952336685, '1': 0.8729071304766332}",train
420,1,1,0.8746808702222945,"{'0': 0.12531912977770554, '1': 0.8746808702222945}",train
425,1,1,0.8920863427768629,"{'0': 0.10791365722313706, '1': 0.8920863427768629}",train
427,1,1,0.8836908876251274,"{'0': 0.11630911237487263, '1': 0.8836908876251274}",train
428,1,1,0.8918610911910472,"{'0': 0.10813890880895283, '1': 0.8918610911910472}",train
439,1,1,0.8573359515242583,"{'0': 0.14266404847574166, '1': 0.8573359515242583}",train
443,1,1,0.9099540210023831,"{'0': 0.0900459789976169, '1': 0.9099540210023831}",train
